School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2011-2012,BROOKLYN,New York City Geographic District #23,PS 327 DR ROSE B ENGLISH,332300010327,Elementary,New York City,Public,727,0,0,0,0,0,2,0,0,0,0,0,0,0,1,20,1,3,0,21,2,18,0,0,0,4,0,2,0,1,0,0,0,4,0,0,21
2011-2012,BROOKLYN,New York City Geographic District #23,PS 332 CHARLES H HOUSTON SCHOOL,332300010332,Elementary,New York City,Public,207,0,0,0,0,0,0,0,0,0,0,1,0,0,6,9,0,0,0,28,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6
2011-2012,BROOKLYN,New York City Geographic District #23,PS 41 FRANCIS WHITE,332300010041,Elementary,New York City,Public,640,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,2,1,12,2,1,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #23,PS 73 THOMAS S BOYLAND,332300010073,Elementary,New York City,Public,487,0,0,0,0,0,4,0,0,1,1,0,0,0,2,10,0,0,1,50,1,8,0,0,0,0,0,1,0,0,0,0,0,1,1,0,12
2011-2012,BROOKLYN,New York City Geographic District #23,PS/IS 137 RACHAEL JEAN MITCHELL,332300010137,Elementary,New York City,Public,318,0,0,0,0,0,1,0,2,0,3,1,0,0,3,10,0,2,3,8,0,7,0,0,0,1,0,1,0,0,0,0,0,2,1,0,5
2011-2012,BROOKLYN,New York City Geographic District #23,PS/IS 155 NICHOLAS HERKIMER,332300010155,Elementary,New York City,Public,548,0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,0,1,2,12,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7
2011-2012,BROOKLYN,New York City Geographic District #23,PS/IS 323,332300010323,Elementary,New York City,Public,512,0,0,0,0,0,4,0,1,0,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
2011-2012,BROOKLYN,New York City Geographic District #23,TEACHERS PREPARATORY HIGH SCHOOL,332300011697,Junior Senior School,New York City,Public,565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,0,6,0,0,0,0,0,0,0,2,0,0,0,2,0,1,5
2011-2012,BROOKLYN,New York City Geographic District #32,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,333200011403,Senior High,New York City,Public,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,1,0
2011-2012,BROOKLYN,New York City Geographic District #32,ACADEMY OF URBAN PLANNING,333200011552,Senior High,New York City,Public,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,10,1,14,0,1
2011-2012,BROOKLYN,New York City Geographic District #32,ALL CITY LEADERSHIP SECONDARY SCHOOL,333200011554,Junior Senior School,New York City,Public,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #32,BROOKLYN SCHOOL FOR MATH AND RESEARCH,333200011168,Senior High,New York City,Public,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2
2011-2012,BROOKLYN,New York City Geographic District #32,BUSHWICK COMMUNITY HIGH SCHOOL,333200010564,Senior High,New York City,Public,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2011-2012,BROOKLYN,New York City Geographic District #32,BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE,333200011556,Senior High,New York City,Public,461,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,24,0,33,0,0,0,0,0,1,0,0,0,0,0,1,0,1,74
2011-2012,BROOKLYN,New York City Geographic District #32,BUSHWICK SCHOOL FOR SOCIAL JUSTICE,333200011549,Senior High,New York City,Public,434,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,7,1,5,0,0,0,0,0,1,0,0,0,0,13,0,6,0,3
2011-2012,BROOKLYN,New York City Geographic District #32,EBC HIGH SCHOOL FOR PUBLIC SERVICE-BUSHWICK,333200011545,Senior High,New York City,Public,606,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9
2011-2012,BROOKLYN,New York City Geographic District #32,IS 347 SCHOOL OF HUMANITIES,333200010347,Middle School,New York City,Public,501,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,1,3,22,2,26,0,0,0,3,0,0,0,0,0,0,0,3,0,1,20
2011-2012,BROOKLYN,New York City Geographic District #32,"IS 349 MATH, SCIENCE AND TECHNOLOGY",333200010349,Middle School,New York City,Public,467,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5
2011-2012,BROOKLYN,New York City Geographic District #32,JHS 162 THE WILLOUGHBY ,333200010162,Middle School,New York City,Public,531,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,59,0,18,0,0,0,3,0,3,0,0,0,0,0,5,3,0,123
2011-2012,BROOKLYN,New York City Geographic District #32,JHS 291 ROLAND HAYES ,333200010291,Middle School,New York City,Public,641,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,19,1,12,0,0,0,5,0,1,0,0,0,0,0,0,1,0,25
2011-2012,BROOKLYN,New York City Geographic District #32,JHS 296 THE ANNA GONZALEZ COMMUNITY SCHOOL,333200010296,Middle School,New York City,Public,412,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,0,0,1,19,1,12,0,0,0,2,0,0,0,1,0,0,0,1,0,1,4
2011-2012,BROOKLYN,New York City Geographic District #32,JHS 383 PHILIPPA SCHUYLER,333200010383,Middle School,New York City,Public,844,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,3,0,2,0,0,0,1,0,2,0,0,0,0,0,2,0,0,2
2011-2012,BROOKLYN,New York City Geographic District #32,PS 106 EDWARD EVERETT HALE ,333200010106,Elementary,New York City,Public,627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,BROOKLYN,New York City Geographic District #32,PS 116 ELIZABETH L FARRELL,333200010116,Elementary,New York City,Public,523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,BROOKLYN,New York City Geographic District #32,PS 123 SUYDAM,333200010123,Elementary,New York City,Public,890,0,0,0,0,0,4,0,1,0,0,0,0,0,1,2,0,0,0,11,0,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,6
2011-2012,BROOKLYN,New York City Geographic District #32,PS 145 ANDREW JACKSON,333200010145,Elementary,New York City,Public,873,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
2011-2012,BROOKLYN,New York City Geographic District #32,PS 151 LYNDON B JOHNSON,333200010151,Elementary,New York City,Public,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #32,PS 274 KOSCIUSKO,333200010274,Elementary,New York City,Public,633,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,34,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,7
2011-2012,BROOKLYN,New York City Geographic District #32,PS 299 THOMAS WARREN FIELD SCHOOL,333200010299,Elementary,New York City,Public,447,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,1,14,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #32,PS 376,333200010376,Elementary,New York City,Public,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #32,PS 377 ALEJANDINA B DE GAUTIER,333200010377,Elementary,New York City,Public,696,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,1,2,29,0,10,0,0,0,4,0,4,0,4,0,0,0,1,0,0,18
2011-2012,BROOKLYN,New York City Geographic District #32,PS 45 HORACE E GREENE,333200010045,Elementary,New York City,Public,815,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,11,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #32,PS 75 MAYDA CORTIELLA,333200010075,Elementary,New York City,Public,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #32,PS 86 THE IRVINGTON,333200010086,Elementary,New York City,Public,514,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2011-2012,BROOKLYN,New York City Geographic District #32,PS/IS 384 FRANCES E CARTER,333200010384,Elementary,New York City,Public,747,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,31,0,5,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5
2011-2012,MANHATTAN,New York City Geographic District # 1,BARD HIGH SCHOOL EARLY COLLEGE,310100011696,Senior High,New York City,Public,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2011-2012,MANHATTAN,New York City Geographic District # 1,CASCADES HIGH SCHOOL,310100011650,Senior High,New York City,Public,216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011-2012,MANHATTAN,New York City Geographic District # 1,CHILDREN'S WORKSHOP SCHOOL (THE),310100010361,Elementary,New York City,Public,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 1,"COLLABORATIVE ACAD OF SCIENCE, TECHNOLOGY AND LANGUAGE ARTS ED",310100010345,Middle School,New York City,Public,245,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,1,7,0,14,0,0,0,3,0,0,0,0,0,0,0,1,2,0,20
2011-2012,MANHATTAN,New York City Geographic District # 1,EARTH SCHOOL,310100010364,Elementary,New York City,Public,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2011-2012,MANHATTAN,New York City Geographic District # 1,EAST SIDE COMMUNITY SCHOOL,310100011450,Junior Senior School,New York City,Public,597,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,1,0,0,4,2,8,0,0,0,1,0,3,0,0,0,0,0,0,3,0,15
2011-2012,MANHATTAN,New York City Geographic District # 1,EAST VILLAGE COMMUNITY SCHOOL (THE),310100010315,Elementary,New York City,Public,243,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011-2012,MANHATTAN,New York City Geographic District # 1,FORSYTHE SATELLITE ACADEMY,310100011458,Senior High,New York City,Public,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,1,0,0,0,1,2,2,5
2011-2012,MANHATTAN,New York City Geographic District # 1,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,310100011292,Junior Senior School,New York City,Public,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,9,0,10,0,0,0,0,0,3,0,0,0,0,0,1,2,0,27
2011-2012,MANHATTAN,New York City Geographic District # 1,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,310100011515,Senior High,New York City,Public,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 1,MARTA VALLE HIGH SCHOOL,310100011509,Senior High,New York City,Public,365,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,12,1,0,0,0,0,4,0,4,0,0,0,0,0,2,1,0,14
2011-2012,MANHATTAN,New York City Geographic District # 1,NEIGHBORHOOD SCHOOL,310100010363,Elementary,New York City,Public,315,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
2011-2012,MANHATTAN,New York City Geographic District # 1,"NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH HIGH SCHOOL",310100011539,K-12 School,New York City,Public,1609,0,0,0,0,0,4,0,1,0,1,2,0,0,0,7,0,0,3,18,2,4,0,0,0,0,0,1,0,0,0,0,0,0,2,2,9
2011-2012,MANHATTAN,New York City Geographic District # 1,PS 110 FLORENCE NIGHTINGALE,310100010110,Elementary,New York City,Public,440,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,MANHATTAN,New York City Geographic District # 1,PS 134 HENRIETTA SZOLD,310100010134,Elementary,New York City,Public,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 1,PS 137 JOHN L BERNSTEIN,310100010137,Elementary,New York City,Public,230,0,0,0,0,0,3,0,0,0,0,0,0,0,1,6,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2011-2012,MANHATTAN,New York City Geographic District # 1,PS 140 NATHAN STRAUS,310100010140,Elementary,New York City,Public,407,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,8,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 1,PS 142 AMALIA CASTRO,310100010142,Elementary,New York City,Public,433,0,0,0,0,0,1,0,0,0,1,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,MANHATTAN,New York City Geographic District # 1,PS 15 ROBERTO CLEMENTE,310100010015,Elementary,New York City,Public,189,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11
2011-2012,MANHATTAN,New York City Geographic District # 1,PS 184 SHUANG WEN,310100010184,Elementary,New York City,Public,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 1,PS 188 THE ISLAND SCHOOL,310100010188,Elementary,New York City,Public,389,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,15,2,5,0,1,0,1,0,1,0,0,0,0,0,2,1,0,10
2011-2012,MANHATTAN,New York City Geographic District # 1,PS 19 ASHER LEVY,310100010019,Elementary,New York City,Public,329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2011-2012,MANHATTAN,New York City Geographic District # 1,PS 20 ANNA SILVER,310100010020,Elementary,New York City,Public,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,21,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
2011-2012,MANHATTAN,New York City Geographic District # 1,PS 34 FRANKLIN D ROOSEVELT,310100010034,Elementary,New York City,Public,403,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,2,14,3,4,0,0,0,1,0,0,0,0,0,0,0,3,0,0,9
2011-2012,MANHATTAN,New York City Geographic District # 1,PS 64 ROBERT SIMON,310100010064,Elementary,New York City,Public,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2011-2012,MANHATTAN,New York City Geographic District # 1,SCHOOL FOR GLOBAL LEADERS,310100010378,Middle School,New York City,Public,271,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2011-2012,MANHATTAN,New York City Geographic District # 1,STAR ACADEMY PS 6 (THE),310100010063,Elementary,New York City,Public,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,23,1,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,17
2011-2012,MANHATTAN,New York City Geographic District # 1,"TECHNOLOGY, ARTS AND SCIENCES STUDIO SCHOOL",310100010301,Middle School,New York City,Public,170,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,14,0,6,0,0,0,0,0,1,0,3,0,0,0,0,0,1,13
2011-2012,MANHATTAN,New York City Geographic District # 1,TOMPKINS SQUARE MIDDLE SCHOOL,310100010839,Middle School,New York City,Public,384,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 1,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,310100011448,Senior High,New York City,Public,391,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,12,0,5,0,0,0,4,0,6,1,1,0,0,0,0,4,0,1
2011-2012,MANHATTAN,New York City Geographic District # 1,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,310100010332,Middle School,New York City,Public,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,18,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50
2011-2012,MANHATTAN,New York City Geographic District # 2,47 AMERICAN SIGN LANGUAGE AND ENGLISH LOWER SCHOOL (THE),310200010347,Elementary,New York City,Public,215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,8,0,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6
2011-2012,MANHATTAN,New York City Geographic District # 2,AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL,310200010047,Senior High,New York City,Public,175,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,ART AND DESIGN HIGH SCHOOL,310200011630,Senior High,New York City,Public,1342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,8,0,10,0,0,0,4,0,2,0,0,0,0,0,6,4,5,35
2011-2012,MANHATTAN,New York City Geographic District # 2,BALLET TECH/NYC PS FOR DANCE ,310200011442,Elementary,New York City,Public,154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,BARUCH COLLEGE CAMPUS HIGH SCHOOL,310200011411,Senior High,New York City,Public,432,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
2011-2012,MANHATTAN,New York City Geographic District # 2,BATTERY PARK CITY SCHOOL,310200010276,Elementary,New York City,Public,552,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,MANHATTAN,New York City Geographic District # 2,BUSINESS OF SPORTS SCHOOL,310200011393,Senior High,New York City,Public,303,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,20,0,8,0,0,0,1,0,4,0,0,0,0,3,1,0,1,15
2011-2012,MANHATTAN,New York City Geographic District # 2,CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,310200011615,Senior High,New York City,Public,465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,7,0,0,0,2,0,2,0,0,0,0,1,3,1,4,24
2011-2012,MANHATTAN,New York City Geographic District # 2,EAST SIDE ELEMENTRAY SCHOOL-PS 267,310200010267,Elementary,New York City,Public,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,EAST SIDE MIDDLE SCHOOL,310200010114,Middle School,New York City,Public,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,ELEANOR ROOSEVELT HIGH SCHOOL,310200010416,Senior High,New York City,Public,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2011-2012,MANHATTAN,New York City Geographic District # 2,ELLA BAKER SCHOOL,310200011225,Elementary,New York City,Public,321,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,EMMA LAZARUS HIGH SCHOOL,310200011394,Senior High,New York City,Public,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,ESSEX STREET ACADEMY,310200011294,Senior High,New York City,Public,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
2011-2012,MANHATTAN,New York City Geographic District # 2,FACING HISTORY SCHOOL (THE),310200011303,Senior High,New York City,Public,449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,9,0,2,0,0,0,2,0,1,0,1,0,0,0,0,2,1,4
2011-2012,MANHATTAN,New York City Geographic District # 2,FOOD AND FINANCE HIGH SCHOOL,310200011288,Senior High,New York City,Public,433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,1,12,0,7,0,0,0,3,0,1,0,1,0,0,2,0,3,1,8
2011-2012,MANHATTAN,New York City Geographic District # 2,GRAMERCY ARTS HIGH SCHOOL,310200011374,Senior High,New York City,Public,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
2011-2012,MANHATTAN,New York City Geographic District # 2,HARVEY MILK HIGH SCHOOL,310200011586,Senior High,New York City,Public,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
2011-2012,MANHATTAN,New York City Geographic District # 2,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,310200011545,Senior High,New York City,Public,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,HIGH SCHOOL FOR ENVIRONMENTAL STUDIES ,310200011400,Senior High,New York City,Public,1384,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,6,0,7,0,0,0,2,0,0,0,1,0,0,0,0,2,0,4
2011-2012,MANHATTAN,New York City Geographic District # 2,PS 126 JACOB AUGUST RIIS,310200010126,Elementary,New York City,Public,785,0,0,0,0,0,2,0,0,0,0,1,0,0,0,3,0,2,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICES,310200011420,Senior High,New York City,Public,1763,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,1,22,1,1,0,0,0,1,0,2,0,0,0,0,0,6,1,1,28
2011-2012,MANHATTAN,New York City Geographic District # 2,HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,310200011399,Senior High,New York City,Public,241,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2011-2012,MANHATTAN,New York City Geographic District # 2,HIGH SCHOOL OF ECONOMICS & FINANCE ,310200011489,Senior High,New York City,Public,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,1,0,1,0,0,0,4,1,0,2
2011-2012,MANHATTAN,New York City Geographic District # 2,HIGH SCHOOL OF FASHION INDUSTRIES (THE),310200011600,Senior High,New York City,Public,1596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,0,14,0,8,0,0,0,0,0,3,0,2,0,0,0,0,2,1,20
2011-2012,MANHATTAN,New York City Geographic District # 2,HIGH SCHOOL OF GRAPHIC COMMUNICATION ARTS,310200011625,Senior High,New York City,Public,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,3,42,2,34,0,0,0,2,0,10,0,1,0,0,28,2,13,0,122
2011-2012,MANHATTAN,New York City Geographic District # 2,HIGH SCHOOL OF HOSPITALITY MANAGEMENT,310200011296,Senior High,New York City,Public,412,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,16,1,9,0,0,0,1,0,2,0,0,0,0,1,0,1,0,38
2011-2012,MANHATTAN,New York City Geographic District # 2,HS 560 CITY-AS-SCHOOL,310200011560,Senior High,New York City,Public,609,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011-2012,MANHATTAN,New York City Geographic District # 2,HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES,310200011437,Senior High,New York City,Public,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
