School Year,County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive
2011-2012,BROOKLYN,New York City Geographic District #14,SCHOOL FOR LEGAL STUDIES,331400011477,Senior High,New York City,Public,753,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,32,0,9,0,0,0,8,0,4,0,0,0,0,2,4,1,0,22
2011-2012,BROOKLYN,New York City Geographic District #14,URBAN ASSEMBLY SCHOOL FOR THE URBAN ENVIRONMENT (THE),331400011330,Middle School,New York City,Public,117,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,3,2,11,3,6,0,0,0,1,0,1,0,0,0,0,0,1,2,0,32
2011-2012,BROOKLYN,New York City Geographic District #14,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,331400011558,Senior High,New York City,Public,500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,18,0,20,0,0,0,1,0,0,0,0,0,0,0,3,4,0,41
2011-2012,BROOKLYN,New York City Geographic District #14,WILLIAMSBURG PREPARATORY SCHOOL,331400011561,Senior High,New York City,Public,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,3,0,0,0,4,0,0,0,1,0,0,1,0,0,0,16
2011-2012,BROOKLYN,New York City Geographic District #14,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,331400011614,Junior High School,New York City,Public,249,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5
2011-2012,BROOKLYN,New York City Geographic District #15,BROOKLYN FRONTIERS HIGH SCHOOL,331500011423,Senior High,New York City,Public,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28
2011-2012,BROOKLYN,New York City Geographic District #15,BROOKLYN HIGH SCHOOL OF THE ARTS,331500011656,Senior High,New York City,Public,673,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,14,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,17
2011-2012,BROOKLYN,New York City Geographic District #15,BROOKLYN SCHOOL FOR GLOBAL STUDIES,331500011429,Junior Senior School,New York City,Public,354,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,53,0,15,0,0,0,1,0,6,0,0,0,0,1,1,3,1,121
2011-2012,BROOKLYN,New York City Geographic District #15,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,331500010448,Junior Senior School,New York City,Public,692,0,0,0,0,0,5,0,0,0,0,1,0,0,1,5,0,3,1,54,0,31,0,0,0,3,0,5,0,0,0,0,0,1,3,1,26
2011-2012,BROOKLYN,New York City Geographic District #15,COBBLE HILL SCHOOL OF AMERICAN STUDIES,331500011519,Senior High,New York City,Public,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,1,5,0,0,0,0,0,0,0,0,0,0,6,0,2,0,5
2011-2012,BROOKLYN,New York City Geographic District #15,IS 136 CHARLES O DEWEY,331500010136,Middle School,New York City,Public,491,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,17,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,2,10
2011-2012,BROOKLYN,New York City Geographic District #15,JHS 88 PETER ROUGET,331500010088,Middle School,New York City,Public,981,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,0,0,0,1,0,4,0,0,0,0,0,0,3,1,6
2011-2012,BROOKLYN,New York City Geographic District #15,KHALIL GIBRAN INTERNATIONAL ACADEMY,331300011592,Junior High School,New York City,Public,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,,0,0,0,0,0,2,1,0,2
2011-2012,BROOKLYN,New York City Geographic District #15,MAGNET SCHOOL FOR SCIENCE AND TECHNOLOGY,331500010154,Elementary,New York City,Public,441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,"MAGNET SCHOOL OF MATH, SCIENCE & DESIGN TECH",331500010010,Elementary,New York City,Public,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,MATH AND SCIENCE EXPLORATORY SCHOOL (THE),331500010447,Middle School,New York City,Public,491,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,2
2011-2012,BROOKLYN,New York City Geographic District #15,METROPOLITAN CORPORATE ACADEMY HIGH SCHOOL,331500011530,Senior High,New York City,Public,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,1,0,0,0,0,0,0,0,2,2,0,5
2011-2012,BROOKLYN,New York City Geographic District #15,MILLENNIUM BROOKLYN HIGH SCHOOL,331500011684,Senior High,New York City,Public,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
2011-2012,BROOKLYN,New York City Geographic District #15,MS 51 WILLIAM ALEXANDER,331500010051,Middle School,New York City,Public,1074,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,6,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,NEW HORIZONS SCHOOL,331500010442,Middle School,New York City,Public,174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0,17,0,0,0,1,0,1,0,0,0,0,0,1,0,0,31
2011-2012,BROOKLYN,New York City Geographic District #15,NEW VOICES SCHOOL OF ACADEMIC AND CREATIVE ARTS,331500010443,Middle School,New York City,Public,512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,PARK SLOPE COLLEGIATE,331500011464,Junior Senior School,New York City,Public,394,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,0,42,0,23,0,0,0,3,0,1,0,2,0,0,5,0,5,1,185
2011-2012,BROOKLYN,New York City Geographic District #15,PS 1 THE BERGEN,331500010001,Elementary,New York City,Public,1208,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,2,1,0,15,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,6
2011-2012,BROOKLYN,New York City Geographic District #15,PS 107 JOHN W KIMBALL,331500010107,Elementary,New York City,Public,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,PS 124 SILAS B DUTCHER,331500010124,Elementary,New York City,Public,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,PS 130 THE PARKSIDE,331500010130,Elementary,New York City,Public,640,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,PS 131,331500010131,Elementary,New York City,Public,1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2011-2012,BROOKLYN,New York City Geographic District #15,PS 146 ,331500010146,Elementary,New York City,Public,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2011-2012,BROOKLYN,New York City Geographic District #15,PS 15 PATRICK F DALY,331500010015,Elementary,New York City,Public,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,PS 169 SUNSET PARK,331500010169,Elementary,New York City,Public,1459,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,PS 172 BEACON SCHOOL OF EXCELLENCE,331500010172,Elementary,New York City,Public,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,PS 230 DORIS L COHEN,331500010230,Elementary,New York City,Public,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,PS 24,331500010024,Elementary,New York City,Public,745,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,PS 261 PHILIP LIVINGSTON,331500010261,Elementary,New York City,Public,822,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,BROOKLYN,New York City Geographic District #15,PS 29 JOHN M HARRIGAN,331500010029,Elementary,New York City,Public,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4
2011-2012,BROOKLYN,New York City Geographic District #15,PS 295,331500010295,Elementary,New York City,Public,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,PS 32 SAMUELS MILLS SPROLE,331500010032,Elementary,New York City,Public,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2011-2012,BROOKLYN,New York City Geographic District #15,PS 321 WILLIAM PENN,331500010321,Elementary,New York City,Public,1402,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,19,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
2011-2012,BROOKLYN,New York City Geographic District #15,PS 38 THE PACIFIC,331500010038,Elementary,New York City,Public,464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,BROOKLYN,New York City Geographic District #15,PS 39 HENRY BRISTOW,331500010039,Elementary,New York City,Public,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,PS 58 THE CARROLL,331500010058,Elementary,New York City,Public,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #15,PS 94 THE HENRY LONGFELLOW,331500010094,Elementary,New York City,Public,1364,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,1,10,2,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,2
2011-2012,BROOKLYN,New York City Geographic District #15,RED HOOK NEIGHBORHOOD SCHOOL,331500010676,Elementary,New York City,Public,226,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4
2011-2012,BROOKLYN,New York City Geographic District #15,SCHOOL FOR INTERNATIONAL STUDIES,331500011497,Junior Senior School,New York City,Public,488,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,2,0,16,0,16,0,0,0,1,0,1,0,0,0,0,0,3,3,0,27
2011-2012,BROOKLYN,New York City Geographic District #15,SECONDARY SCHOOL FOR JOURNALISM,331500011463,Junior Senior School,New York City,Public,337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,1,2,0,0,0,1,0,0,0,0,0,0,4,0,3,1,7
2011-2012,BROOKLYN,New York City Geographic District #15,SECONDARY SCHOOL FOR LAW ,331500011462,Junior Senior School,New York City,Public,473,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,16,0,11,0,0,0,0,0,7,0,0,0,0,1,0,4,1,15
2011-2012,BROOKLYN,New York City Geographic District #15,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,331500011698,Senior High,New York City,Public,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2011-2012,BROOKLYN,New York City Geographic District #15,SUNSET PARK HIGH SCHOOL,331500011667,Senior High,New York City,Public,986,0,0,0,0,0,1,0,0,0,0,3,0,0,1,2,1,4,0,58,3,26,0,0,0,4,0,3,0,0,0,0,0,5,9,10,33
2011-2012,BROOKLYN,New York City Geographic District #15,SUNSET PARK PREP,331500010821,Middle School,New York City,Public,520,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
2011-2012,BROOKLYN,New York City Geographic District #15,WEST BROOKLYN COMMUNITY HIGH SCHOOL,331500011529,Senior High,New York City,Public,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
2011-2012,BROOKLYN,New York City Geographic District #16,BOYS AND GIRLS HIGH SCHOOL,331600011455,Senior High,New York City,Public,1597,0,0,0,0,0,2,0,0,1,1,0,0,0,0,9,1,2,0,34,1,12,0,0,0,2,0,1,0,0,0,0,29,0,0,0,11
2011-2012,BROOKLYN,New York City Geographic District #16,BRIGHTER CHOICE COMMUNITY SCHOOL,331600010627,Elementary,New York City,Public,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #16,BROOKLYN BROWNSTONE SCHOOL,331600010628,Elementary,New York City,Public,200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #16,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,331600011498,Senior High,New York City,Public,399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,9,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1
2011-2012,BROOKLYN,New York City Geographic District #16,FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL,331600010393,Junior Senior School,New York City,Public,438,0,0,0,1,0,5,0,1,0,0,0,0,0,0,2,0,1,0,21,1,9,0,0,1,2,0,1,0,3,0,0,0,1,1,2,8
2011-2012,BROOKLYN,New York City Geographic District #16,GOTHAM PROFESSIONAL ARTS ACADEMY,331600011594,Senior High,New York City,Public,293,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,17,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,1,8
2011-2012,BROOKLYN,New York City Geographic District #16,JHS 57 WHITELAW REID,331600010057,Middle School,New York City,Public,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,9,2,5,0,0,0,2,0,2,0,0,0,0,0,1,3,0,4
2011-2012,BROOKLYN,New York City Geographic District #16,"MS 267 MATH, SCIENCE & TECHNOLOGY",331600010267,Middle School,New York City,Public,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2
2011-2012,BROOKLYN,New York City Geographic District #16,MS 35 STEPHEN DECATUR,331600010035,Middle School,New York City,Public,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #16,MS 584,331600010584,Middle School,New York City,Public,180,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0
2011-2012,BROOKLYN,New York City Geographic District #16,PS 21 CRISPUS ATTUCKS,331600010021,Elementary,New York City,Public,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,BROOKLYN,New York City Geographic District #16,PS 243 THE WEEKSVILLE SCHOOL,331600010243,Elementary,New York City,Public,359,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,2,4,9,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
2011-2012,BROOKLYN,New York City Geographic District #16,PS 25 EUBIE BLAKE SCHOOL,331600010025,Elementary,New York City,Public,325,0,0,0,0,0,3,0,0,0,0,0,0,0,2,3,0,2,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
2011-2012,BROOKLYN,New York City Geographic District #16,PS 26 JESSE OWENS,331600010026,Elementary,New York City,Public,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,5
2011-2012,BROOKLYN,New York City Geographic District #16,PS 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,331600010262,Elementary,New York City,Public,438,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2011-2012,BROOKLYN,New York City Geographic District #16,PS 28 THE WARREN PREP ACADEMY,331600010028,Elementary,New York City,Public,243,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
2011-2012,BROOKLYN,New York City Geographic District #16,PS 308 CLARA CARDWELL,331600010308,Elementary,New York City,Public,644,0,0,0,0,0,2,0,0,0,0,0,0,0,1,8,0,3,2,13,4,2,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0
2011-2012,BROOKLYN,New York City Geographic District #16,PS 309 GEORGE E WIBECAN PREPARATORY ACADEMY,331600010309,Elementary,New York City,Public,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #16,PS 335 GRANVILLE T WOODS,331600010335,Elementary,New York City,Public,384,0,0,0,0,0,3,0,0,0,0,0,0,0,1,6,0,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2011-2012,BROOKLYN,New York City Geographic District #16,PS 40 GEORGE W CARVER,331600010040,Elementary,New York City,Public,337,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #16,PS 5 DR RONALD MCNAIR,331600010005,Elementary,New York City,Public,409,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011-2012,BROOKLYN,New York City Geographic District #16,PS 81 THADDEUS STEVENS,331600010081,Elementary,New York City,Public,385,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #16,SCHOOL OF BUSINESS FINANCE & ENTREPRENEURSHIP,331600010385,Middle School,New York City,Public,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3
2011-2012,BROOKLYN,New York City Geographic District #16,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,331600011688,Senior High,New York City,Public,156,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,25,3,17,0,0,0,5,0,0,0,0,0,0,0,0,0,0,66
2011-2012,BROOKLYN,New York City Geographic District #16,UPPER SCHOOL AT PS 25,331600010534,Middle School,New York City,Public,221,0,0,0,0,0,0,0,1,1,0,2,0,0,2,1,0,1,0,13,2,9,0,0,0,2,0,2,0,0,0,0,0,1,0,0,10
2011-2012,BROOKLYN,New York City Geographic District #16,YOUNG SCHOLARS ACADEMY FOR DISCOVERY AND EXPLORATION,331600010636,Elementary,New York City,Public,208,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2011-2012,BROOKLYN,New York City Geographic District #17,ACAD FOR COLLEGE PREP & CAREER EXPLORATION: A COLLEGE BOARD SCH,331700011382,Junior Senior School,New York City,Public,565,0,0,0,0,0,7,0,2,0,1,0,0,0,0,4,1,3,2,91,2,31,0,0,0,7,0,5,0,4,0,0,2,0,1,3,111
2011-2012,BROOKLYN,New York City Geographic District #17,ACADEMY FOR HEALTH CAREERS,331700011751,Senior High,New York City,Public,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10
2011-2012,BROOKLYN,New York City Geographic District #17,ACADEMY OF HOSPITALITY AND TOURISM,331700011408,Senior High,New York City,Public,320,0,0,0,0,0,3,0,1,0,0,1,0,0,1,5,0,0,0,18,2,20,0,0,0,0,0,0,0,3,0,0,4,0,1,0,41
2011-2012,BROOKLYN,New York City Geographic District #17,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,331700011547,Senior High,New York City,Public,471,0,0,0,0,0,1,0,1,0,1,2,0,0,0,1,0,1,0,14,1,4,0,0,0,0,0,3,0,2,0,0,1,2,3,2,19
2011-2012,BROOKLYN,New York City Geographic District #17,BROOKLYN SCHOOL FOR MUSIC & THEATER,331700011548,Senior High,New York City,Public,408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,18,0,8,0,0,0,2,0,1,0,0,0,0,3,0,3,2,41
2011-2012,BROOKLYN,New York City Geographic District #17,BROWNSVILLE ACADEMY HIGH SCHOOL,331700011568,Senior High,New York City,Public,222,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,3,0,0,0,1,0,2,0,0,0,0,3,1,5,0,4
2011-2012,BROOKLYN,New York City Geographic District #17,CLARA BARTON HIGH SCHOOL,331700011600,Senior High,New York City,Public,1605,0,0,0,0,0,0,0,1,0,1,0,0,0,1,7,0,1,1,45,0,23,0,0,0,7,0,5,0,1,0,0,7,4,5,5,73
2011-2012,BROOKLYN,New York City Geographic District #17,DR JACQUELINE PEEK-DAVIS SCHOOL,331700010012,Elementary,New York City,Public,243,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
2011-2012,BROOKLYN,New York City Geographic District #17,EBBETTS FIELD MIDDLE SCHOOL,331700010352,Middle School,New York City,Public,348,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,2,0,19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2011-2012,BROOKLYN,New York City Geographic District #17,ELIJAH STROUD MIDDLE SCHOOL,331700010353,Middle School,New York City,Public,180,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,52,0,7,0,0,0,4,0,4,0,0,0,0,0,1,0,0,16
2011-2012,BROOKLYN,New York City Geographic District #17,HIGH SCHOOL FOR GLOBAL CITIZENSHIP (THE),331700011528,Senior High,New York City,Public,346,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,1,17,0,6,0,0,0,0,0,1,0,1,0,0,2,2,4,0,7
2011-2012,BROOKLYN,New York City Geographic District #17,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,331700011539,Senior High,New York City,Public,416,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,18,0,8,0,0,0,1,0,1,0,2,0,0,5,1,0,1,56
2011-2012,BROOKLYN,New York City Geographic District #17,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,331700011537,Senior High,New York City,Public,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,1,6,0,0,0,1,0,0,0,1,0,0,1,0,1,1,35
2011-2012,BROOKLYN,New York City Geographic District #17,HS FOR PUBLIC SERVICE-HEROES OF TOMORROW,331700011546,Senior High,New York City,Public,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,5
2011-2012,BROOKLYN,New York City Geographic District #17,INTERNATIONAL ARTS BUSINESS SCHOOL,331700011544,Senior High,New York City,Public,388,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,30,0,25,0,0,0,5,0,3,0,0,0,0,6,0,0,0,53
2011-2012,BROOKLYN,New York City Geographic District #17,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,331700011524,Senior High,New York City,Public,398,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,2,3,17,0,4,0,0,0,1,0,3,0,1,0,0,2,0,0,0,15
2011-2012,BROOKLYN,New York City Geographic District #17,IS 340,331700010340,Middle School,New York City,Public,271,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,2,1,15,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
2011-2012,BROOKLYN,New York City Geographic District #17,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,331700011590,Junior Senior School,New York City,Public,1101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,0,20
2011-2012,BROOKLYN,New York City Geographic District #17,MIDDLE SCHOOL FOR ACADEMIC AND SOCIAL EXCELLENCE,331700010334,Middle School,New York City,Public,224,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
